iteration,operator_0,operator_1,operator_2,operator_3
2795,0.2506454930982179,0.16969946105417008,0.2843717823201166,0.2952832635274955
2796,0.2506454930982179,0.16969946105417008,0.2843717823201166,0.2952832635274955
2797,0.2506454930982179,0.16969946105417008,0.2843717823201166,0.2952832635274955
2798,0.2506454930982179,0.16969946105417008,0.2843717823201166,0.2952832635274955
2799,0.2506454930982179,0.16969946105417008,0.2843717823201166,0.2952832635274955
2800,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2801,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2802,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2803,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2804,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2805,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2806,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2807,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2808,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2809,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2810,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2811,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2812,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2813,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2814,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2815,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2816,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2817,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2818,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2819,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2820,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2821,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2822,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2823,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2824,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2825,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2826,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2827,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2828,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2829,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2830,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2831,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2832,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2833,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2834,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2835,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2836,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2837,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2838,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2839,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2840,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2841,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2842,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2843,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2844,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2845,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2846,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2847,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2848,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2849,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2850,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2851,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2852,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2853,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2854,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2855,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2856,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2857,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2858,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2859,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2860,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2861,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2862,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2863,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2864,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2865,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2866,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2867,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2868,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2869,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2870,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2871,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2872,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2873,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2874,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2875,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2876,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2877,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2878,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2879,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2880,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2881,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2882,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2883,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2884,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2885,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2886,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2887,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2888,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2889,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2890,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2891,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2892,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2893,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2894,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2895,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2896,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2897,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2898,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2899,0.23318351033860557,0.19199762259255818,0.2620408505800582,0.3127780164887781
2900,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2901,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2902,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2903,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2904,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2905,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2906,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2907,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2908,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2909,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2910,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2911,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2912,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2913,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2914,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2915,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2916,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2917,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2918,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2919,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2920,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2921,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2922,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2923,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2924,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2925,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2926,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2927,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2928,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2929,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2930,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2931,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2932,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2933,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2934,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2935,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2936,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2937,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2938,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2939,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2940,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2941,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2942,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2943,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2944,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2945,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2946,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2947,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2948,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2949,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2950,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2951,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2952,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2953,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2954,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2955,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2956,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2957,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2958,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2959,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2960,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2961,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2962,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2963,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2964,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2965,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2966,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2967,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2968,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2969,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2970,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2971,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2972,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2973,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2974,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2975,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2976,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2977,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2978,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2979,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2980,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2981,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2982,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2983,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2984,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2985,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2986,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2987,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2988,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2989,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2990,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2991,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2992,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2993,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2994,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2995,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2996,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2997,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2998,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
2999,0.2592309711940976,0.14184275902249197,0.29645007191342626,0.3024761978699842
3000,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3001,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3002,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3003,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3004,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3005,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3006,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3007,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3008,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3009,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3010,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3011,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3012,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3013,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3014,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3015,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3016,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3017,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3018,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3019,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3020,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3021,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3022,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3023,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3024,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3025,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3026,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3027,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3028,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3029,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3030,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3031,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3032,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3033,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3034,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3035,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3036,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3037,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3038,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3039,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3040,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3041,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3042,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3043,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3044,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3045,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3046,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3047,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3048,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3049,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3050,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3051,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3052,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3053,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3054,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3055,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3056,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3057,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3058,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3059,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3060,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3061,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3062,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3063,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3064,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3065,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3066,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3067,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3068,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3069,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3070,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3071,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3072,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3073,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3074,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3075,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3076,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3077,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3078,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3079,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3080,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3081,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3082,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3083,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3084,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3085,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3086,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3087,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3088,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3089,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3090,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3091,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3092,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3093,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3094,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3095,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3096,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3097,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3098,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3099,0.21628814636611604,0.11718348844616899,0.337159688939289,0.3293686762484259
3100,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3101,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3102,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3103,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3104,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3105,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3106,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3107,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3108,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3109,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3110,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3111,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3112,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3113,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3114,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3115,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3116,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3117,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3118,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3119,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3120,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3121,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3122,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3123,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3124,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3125,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3126,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3127,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3128,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3129,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3130,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3131,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3132,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3133,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3134,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3135,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3136,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3137,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3138,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3139,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3140,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3141,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3142,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3143,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3144,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3145,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3146,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3147,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3148,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3149,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3150,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3151,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3152,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3153,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
3154,0.21402194194426824,0.15828272899731355,0.2927860956480811,0.3349092334103371
